5,7,29
7,5,29
6,7,26
7,6,26
5,6,23
6,5,23
8,29,16
29,8,16
7,20,13
20,7,13
8,8,12
8,9,12
9,8,12
9,10,11
10,9,11
5,8,10
8,5,10
1,5,9
1,6,9
5,1,9
5,22,9
6,1,9
22,5,9
1,2,8
1,9,8
2,1,8
6,20,8
9,1,8
20,6,8
1,7,7
1,10,7
5,29,7
6,12,7
7,1,7
10,1,7
12,6,7
29,5,7
1,1,6
1,22,6
6,8,6
7,7,6
7,17,6
7,22,6
8,6,6
8,10,6
10,8,6
17,7,6
22,1,6
22,7,6
22,22,6
1,8,5
1,39,5
2,22,5
6,9,5
6,10,5
7,8,5
7,34,5
7,44,5
8,1,5
8,7,5
9,6,5
10,6,5
22,2,5
34,7,5
39,1,5
44,7,5
1,12,4
4,5,4
4,6,4
5,4,4
5,5,4
5,20,4
6,4,4
7,24,4
7,29,4
12,1,4
20,5,4
24,7,4
29,7,4
31,32,4
31,39,4
32,31,4
39,31,4
0,1,3
1,0,3
1,20,3
1,24,3
1,31,3
1,37,3
1,62,3
2,4,3
2,37,3
3,4,3
3,5,3
4,2,3
4,3,3
5,3,3
5,39,3
5,87,3
6,17,3
6,22,3
6,39,3
6,44,3
7,12,3
8,36,3
12,7,3
12,16,3
16,12,3
16,48,3
17,6,3
20,1,3
20,29,3
20,44,3
22,6,3
22,28,3
24,1,3
28,22,3
29,20,3
31,1,3
36,8,3
37,1,3
37,2,3
39,5,3
39,6,3
44,6,3
44,20,3
48,16,3
62,1,3
87,5,3
0,2,2
1,4,2
1,13,2
1,14,2
1,15,2
1,16,2
1,17,2
1,21,2
1,29,2
1,36,2
1,63,2
2,0,2
2,2,2
2,5,2
2,21,2
3,8,2
4,1,2
5,2,2
5,9,2
5,24,2
5,28,2
5,34,2
5,53,2
5,57,2
5,99,2
5,100,2
6,18,2
6,24,2
6,35,2
6,48,2
6,82,2
7,18,2
7,23,2
7,35,2
8,3,2
8,20,2
8,35,2
8,41,2
8,42,2
8,45,2
8,46,2
8,47,2
8,72,2
9,5,2
9,11,2
9,29,2
9,72,2
10,11,2
10,12,2
10,37,2
11,9,2
11,10,2
11,12,2
11,13,2
12,10,2
12,11,2
12,13,2
12,14,2
12,15,2
12,17,2
12,18,2
12,20,2
13,1,2
13,11,2
13,12,2
13,14,2
14,1,2
14,12,2
14,13,2
14,15,2
15,1,2
15,12,2
15,14,2
15,16,2
16,1,2
16,15,2
16,17,2
16,24,2
17,1,2
17,12,2
17,16,2
17,24,2
18,6,2
18,7,2
18,12,2
20,8,2
20,12,2
21,1,2
21,2,2
21,22,2
22,21,2
22,32,2
22,34,2
22,37,2
23,7,2
24,5,2
24,6,2
24,16,2
24,17,2
28,5,2
29,1,2
29,9,2
29,36,2
32,22,2
32,39,2
34,5,2
34,22,2
35,6,2
35,7,2
35,8,2
36,1,2
36,29,2
37,10,2
37,22,2
39,32,2
41,8,2
42,8,2
45,8,2
46,8,2
47,8,2
48,6,2
50,51,2
51,50,2
51,52,2
52,51,2
52,53,2
53,5,2
53,52,2
57,5,2
63,1,2
72,8,2
72,9,2
82,6,2
99,5,2
100,5,2
0,3,1
0,4,1
0,8,1
0,24,1
0,29,1
0,31,1
0,32,1
0,38,1
0,39,1
1,3,1
1,19,1
1,25,1
1,26,1
1,28,1
1,30,1
1,32,1
1,35,1
1,38,1
1,48,1
1,50,1
1,51,1
1,53,1
1,54,1
1,55,1
1,56,1
1,57,1
1,59,1
1,60,1
1,64,1
1,65,1
1,66,1
1,67,1
1,68,1
1,69,1
1,71,1
1,73,1
1,76,1
1,77,1
1,79,1
1,80,1
1,81,1
1,87,1
1,88,1
1,89,1
2,3,1
2,20,1
2,39,1
2,49,1
2,83,1
3,0,1
3,1,1
3,2,1
3,12,1
3,21,1
3,29,1
3,73,1
3,74,1
4,0,1
4,7,1
4,10,1
4,20,1
4,21,1
4,22,1
4,30,1
4,74,1
5,12,1
5,19,1
5,33,1
5,35,1
5,40,1
5,45,1
5,49,1
5,56,1
5,75,1
5,77,1
5,83,1
5,96,1
5,97,1
5,98,1
6,16,1
6,21,1
6,23,1
6,27,1
6,28,1
6,30,1
6,38,1
6,40,1
6,47,1
6,59,1
6,72,1
6,78,1
6,81,1
6,84,1
6,85,1
6,87,1
6,97,1
7,4,1
7,16,1
7,25,1
7,30,1
7,31,1
7,32,1
7,36,1
7,39,1
7,53,1
7,54,1
7,61,1
7,62,1
7,72,1
7,77,1
7,78,1
7,79,1
7,81,1
7,82,1
7,83,1
7,84,1
7,85,1
7,87,1
7,90,1
8,0,1
8,12,1
8,17,1
8,21,1
8,22,1
8,24,1
8,25,1
8,28,1
8,30,1
8,31,1
8,32,1
8,33,1
8,39,1
8,43,1
8,50,1
8,53,1
8,75,1
8,82,1
8,87,1
8,88,1
8,89,1
8,90,1
8,101,1
9,45,1
9,48,1
9,75,1
9,89,1
10,4,1
10,22,1
10,29,1
10,39,1
10,41,1
10,48,1
10,72,1
10,75,1
10,88,1
12,3,1
12,5,1
12,8,1
12,19,1
12,25,1
12,26,1
12,43,1
12,48,1
12,50,1
12,51,1
12,52,1
12,53,1
12,58,1
12,59,1
12,76,1
16,6,1
16,7,1
16,20,1
16,29,1
16,39,1
16,43,1
16,49,1
16,56,1
16,57,1
16,58,1
16,60,1
16,61,1
16,86,1
16,101,1
17,8,1
17,23,1
17,29,1
18,19,1
18,76,1
19,1,1
19,5,1
19,12,1
19,18,1
20,2,1
20,4,1
20,16,1
20,22,1
20,27,1
20,28,1
20,30,1
20,33,1
20,34,1
20,35,1
20,36,1
20,39,1
20,48,1
20,61,1
21,3,1
21,4,1
21,6,1
21,8,1
21,31,1
21,39,1
22,4,1
22,8,1
22,10,1
22,20,1
22,27,1
22,30,1
22,31,1
22,49,1
22,73,1
22,74,1
22,80,1
22,81,1
22,95,1
22,96,1
23,6,1
23,17,1
24,0,1
24,8,1
24,25,1
24,26,1
24,36,1
24,38,1
24,48,1
24,86,1
24,87,1
25,1,1
25,7,1
25,8,1
25,12,1
25,24,1
25,26,1
25,29,1
25,43,1
26,1,1
26,12,1
26,24,1
26,25,1
27,6,1
27,20,1
27,22,1
27,28,1
28,1,1
28,6,1
28,8,1
28,20,1
28,27,1
28,29,1
28,34,1
29,0,1
29,3,1
29,10,1
29,16,1
29,17,1
29,25,1
29,28,1
29,30,1
29,33,1
29,42,1
29,48,1
29,60,1
29,61,1
29,72,1
29,88,1
29,101,1
30,1,1
30,4,1
30,6,1
30,7,1
30,8,1
30,20,1
30,22,1
30,29,1
30,31,1
30,32,1
30,49,1
30,71,1
31,0,1
31,7,1
31,8,1
31,21,1
31,22,1
31,30,1
31,40,1
31,44,1
31,45,1
31,57,1
31,88,1
31,91,1
32,0,1
32,1,1
32,7,1
32,8,1
32,30,1
32,45,1
32,91,1
32,92,1
33,5,1
33,8,1
33,20,1
33,29,1
34,20,1
34,28,1
34,49,1
35,1,1
35,5,1
35,20,1
35,36,1
35,53,1
35,85,1
36,7,1
36,20,1
36,24,1
36,35,1
36,90,1
37,83,1
37,89,1
38,0,1
38,1,1
38,6,1
38,24,1
39,0,1
39,2,1
39,7,1
39,8,1
39,10,1
39,16,1
39,20,1
39,21,1
39,40,1
39,49,1
39,84,1
39,85,1
39,88,1
40,5,1
40,6,1
40,31,1
40,39,1
41,10,1
41,42,1
42,29,1
42,41,1
43,8,1
43,12,1
43,16,1
43,25,1
44,31,1
44,54,1
44,84,1
44,88,1
44,90,1
45,5,1
45,9,1
45,31,1
45,32,1
45,46,1
45,100,1
46,45,1
46,47,1
47,6,1
47,46,1
48,1,1
48,9,1
48,10,1
48,12,1
48,20,1
48,24,1
48,29,1
48,58,1
48,59,1
48,60,1
48,101,1
49,2,1
49,5,1
49,16,1
49,22,1
49,30,1
49,34,1
49,39,1
49,86,1
50,1,1
50,8,1
50,12,1
50,52,1
50,53,1
50,54,1
51,1,1
51,12,1
51,53,1
51,54,1
52,12,1
52,50,1
52,54,1
52,55,1
53,1,1
53,7,1
53,8,1
53,12,1
53,35,1
53,50,1
53,51,1
53,55,1
54,1,1
54,7,1
54,44,1
54,50,1
54,51,1
54,52,1
54,55,1
54,88,1
54,92,1
54,93,1
54,94,1
54,95,1
55,1,1
55,52,1
55,53,1
55,54,1
56,1,1
56,5,1
56,16,1
56,57,1
57,1,1
57,16,1
57,31,1
57,56,1
57,58,1
57,87,1
58,12,1
58,16,1
58,48,1
58,57,1
59,1,1
59,6,1
59,12,1
59,48,1
60,1,1
60,16,1
60,29,1
60,48,1
60,65,1
60,68,1
60,69,1
60,70,1
61,7,1
61,16,1
61,20,1
61,29,1
62,7,1
63,64,1
63,65,1
64,1,1
64,63,1
64,65,1
64,66,1
65,1,1
65,60,1
65,63,1
65,64,1
65,66,1
65,67,1
65,70,1
65,71,1
66,1,1
66,64,1
66,65,1
66,67,1
67,1,1
67,65,1
67,66,1
67,68,1
68,1,1
68,60,1
68,67,1
68,69,1
69,1,1
69,60,1
69,68,1
69,70,1
70,60,1
70,65,1
70,69,1
70,71,1
71,1,1
71,30,1
71,65,1
71,70,1
72,6,1
72,7,1
72,10,1
72,29,1
73,1,1
73,3,1
73,22,1
73,74,1
74,3,1
74,4,1
74,22,1
74,73,1
75,5,1
75,8,1
75,9,1
75,10,1
76,1,1
76,12,1
76,18,1
76,77,1
77,1,1
77,5,1
77,7,1
77,76,1
78,6,1
78,7,1
78,79,1
78,80,1
79,1,1
79,7,1
79,78,1
79,80,1
80,1,1
80,22,1
80,78,1
80,79,1
81,1,1
81,6,1
81,7,1
81,22,1
82,7,1
82,8,1
83,2,1
83,5,1
83,7,1
83,37,1
84,6,1
84,7,1
84,39,1
84,44,1
85,6,1
85,7,1
85,35,1
85,39,1
86,16,1
86,24,1
86,49,1
86,87,1
87,1,1
87,6,1
87,7,1
87,8,1
87,24,1
87,57,1
87,86,1
87,97,1
87,98,1
88,1,1
88,8,1
88,10,1
88,29,1
88,31,1
88,39,1
88,44,1
88,54,1
89,1,1
89,8,1
89,9,1
89,37,1
90,7,1
90,8,1
90,36,1
90,44,1
91,31,1
91,32,1
91,92,1
91,93,1
92,32,1
92,54,1
92,91,1
92,93,1
93,54,1
93,91,1
93,92,1
93,94,1
94,54,1
94,93,1
94,95,1
94,96,1
95,22,1
95,54,1
95,94,1
95,96,1
96,5,1
96,22,1
96,94,1
96,95,1
97,5,1
97,6,1
97,87,1
97,98,1
98,5,1
98,87,1
98,97,1
98,99,1
99,98,1
99,100,1
100,45,1
100,99,1
101,8,1
101,16,1
101,29,1
101,48,1
