Node,word,frequency_word,shortest_path,degree_centrality,betweenness_centrality,closeness_centrality,clustering_coefficient,eigenvector_centrality,Class_degree_centralitylow,Class_degree_centralitymedium,Class_degree_centralityhigh,Class_betweenness_centralitylow,Class_betweenness_centralitymedium,Class_betweenness_centralityhigh,Class_closeness_centralitylow,Class_closeness_centralitymedium,Class_closeness_centralityhigh,Class_clustering_coefficientlow,Class_clustering_coefficientmedium,Class_clustering_coefficienthigh,Class_eigenvector_centralitylow,Class_eigenvector_centralitymedium,Class_eigenvector_centralityhigh
227,accessible,1,"[626, 652, 751, 227]",0.004310344827586207,0.0002606889831104606,0.2510822510822511,0.023809523809523808,0.0007854402621269014,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
815,buhrman,2,"[626, 815]",0.0075431034482758615,0.0022050918833486305,0.24356955380577427,0.023944504080202354,0.0007812251177773458,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0
693,constrain,0,"[626, 652, 751, 903, 693]",0.004310344827586207,0.0007478358900477081,0.23849910048830636,0.023809523809523808,0.0007755975296025842,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
351,programmatically,1,"[626, 652, 751, 351]",0.004310344827586207,0.0005231345328854376,0.25749167591564925,0.023809523809523808,0.0007734787900899294,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
345,ideal,1,"[626, 615, 373, 30, 246, 634, 345]",0.004310344827586207,0.00015697908887002399,0.22851514405318887,0.029382306509541916,0.000770134672567415,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0
285,searched,1,"[626, 615, 373, 30, 733, 285]",0.004310344827586207,0.0009892874105069142,0.23523447401774397,0.023809523809523808,0.0007675725244433593,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
757,johnston,1,"[626, 652, 92, 289, 158, 757]",0.004310344827586207,0.000832580127455141,0.2361323155216285,0.023809523809523808,0.0007643938133406284,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
920,run,1,"[626, 615, 373, 30, 103, 920]",0.004310344827586207,0.0007669955945355625,0.24479029279873385,0.023809523809523808,0.0007529657714677516,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
557,logi,1,"[626, 615, 373, 621, 557]",0.004310344827586207,0.00010065102415864021,0.23849910048830636,0.023809523809523808,0.0007519415199106657,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
109,strategy,0,"[626, 652, 201, 81, 109]",0.008620689655172414,0.0023427485115301606,0.2458929517753047,0.010646124234515091,0.0007485550391527146,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0
633,hardware,2,"[626, 615, 373, 30, 14, 633]",0.008620689655172414,0.0012905420707125768,0.24022780222624904,0.011904761904761904,0.0007466025192089934,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0
758,appear,1,"[626, 615, 373, 30, 530, 758]",0.004310344827586207,0.001701390047504606,0.2507430424209673,0.025872389284879945,0.0007440830482370453,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
457,visualize,1,"[626, 615, 373, 30, 107, 457]",0.004310344827586207,0.0005571676334869323,0.2420448617631716,0.023809523809523808,0.0007343490924508241,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
106,nonnegative,1,"[626, 615, 373, 840, 13, 106]",0.004310344827586207,9.19465471912728e-05,0.23463969658659925,0.03380889722138788,0.0007336353628789775,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
229,thfx,1,"[626, 615, 170, 527, 123, 229]",0.003232758620689655,2.8930686478460793e-05,0.22568093385214008,0.04884193083693671,0.0007207918127696413,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0
48,approx,1,"[626, 615, 841, 638, 48]",0.004310344827586207,0.0008637869394519997,0.24726885158539835,0.023809523809523808,0.0007171455292712552,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
679,nmay,1,"[626, 615, 373, 840, 65, 679]",0.004310344827586207,0.0002136468764503028,0.25706371191135735,0.023809523809523808,0.0007060219871502089,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
842,matica,1,"[626, 615, 170, 842]",0.004310344827586207,0.0005536764076017837,0.21352968246663598,0.023809523809523808,0.0007058836437771836,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
892,social,3,"[626, 652, 892]",0.011853448275862068,0.006343752919937969,0.2575631418262559,0.011514809739804644,0.0006960936355824478,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0
598,storage,1,"[626, 615, 646, 500, 234, 598]",0.004310344827586207,2.6448460769636748e-05,0.24210800939212104,0.023809523809523808,0.0006936452044416828,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
824,imating,1,"[626, 615, 841, 505, 541, 824]",0.004310344827586207,0.0017505699055301387,0.24680851063829787,0.023809523809523808,0.0006936169537792215,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
444,evident,1,"[626, 615, 373, 840, 660, 444]",0.004310344827586207,0.0018015797067582905,0.25692137320044295,0.03380889722138788,0.0006880329697336601,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0
347,ucts,1,"[626, 615, 373, 539, 511, 347]",0.004310344827586207,0.0001467299076339096,0.23499620157001772,0.023809523809523808,0.0006855952516716131,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
854,several,1,"[626, 615, 170, 527, 924, 854]",0.004310344827586207,0.00039759643275494674,0.2470713525026624,0.023809523809523808,0.0006816298754398836,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
403,particular,1,"[626, 615, 646, 579, 441, 403]",0.004310344827586207,0.0007315733112916855,0.23954568921011873,0.023809523809523808,0.000670440514117525,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
397,large,1,"[626, 615, 373, 30, 694, 397]",0.004310344827586207,0.00019604228361501074,0.2422976501305483,0.023809523809523808,0.0006654336757327843,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
748,good,0,"[626, 615, 646, 579, 127, 748]",0.004310344827586207,0.00026726697003567646,0.23416603583144083,0.023809523809523808,0.0006579127531892073,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
338,artificial,1,"[626, 615, 841, 190, 338]",0.004310344827586207,0.00020148528463533177,0.24859362443075275,0.04174540515789582,0.000651500915336915,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
341,evaluation,1,"[626, 615, 646, 734, 899, 341]",0.004310344827586207,0.0007824451919607696,0.2608940118077031,0.023809523809523808,0.0006426324511783256,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
572,jl,1,"[626, 652, 892, 678, 572]",0.004310344827586207,0.000554556032554649,0.26001681143177363,0.023809523809523808,0.0006422115609071361,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
260,main,1,"[626, 615, 373, 465, 391, 260]",0.004310344827586207,0.00011025670920514934,0.23911363050760112,0.030294607879620156,0.0006383815467330042,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
546,mips,1,"[626, 615, 841, 190, 546]",0.004310344827586207,0.0007055356422005075,0.24595812350914392,0.023809523809523808,0.0006378043982906528,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
117,information,1,"[626, 615, 373, 117]",0.004310344827586207,0.0008442227920667655,0.24010349288486416,0.025872389284879945,0.0006349338302764742,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
494,tend,0,"[626, 615, 170, 527, 280, 494]",0.004310344827586207,7.813222189199544e-05,0.23535379152929242,0.025872389284879945,0.0006253665463122281,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
205,rothschild,1,"[626, 615, 841, 190, 205]",0.004310344827586207,0.008517356798062389,0.24700558956614319,0.023809523809523808,0.0006244696907749472,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0
512,every,1,"[626, 615, 170, 527, 433, 512]",0.004310344827586207,0.0004667844279777287,0.24846050870147254,0.023809523809523808,0.0006204689098097173,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
275,refnx,1,"[626, 615, 373, 465, 391, 275]",0.004310344827586207,0.00020399044167973058,0.23825417201540436,0.028471436920382533,0.0006184487556789576,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0
592,stage,1,"[626, 615, 841, 190, 592]",0.004310344827586207,0.0016717645619812246,0.246349880541545,0.023809523809523808,0.0006180761262453012,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
86,accordingly,1,"[626, 615, 373, 465, 654, 86]",0.004310344827586207,0.00018857485787650857,0.24091381100726894,0.023809523809523808,0.0006138048553987535,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
839,vayvay,1,"[626, 652, 751, 839]",0.004310344827586207,0.0010364279318975833,0.24022780222624904,0.023809523809523808,0.0006111066372438487,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
585,power,2,"[626, 615, 373, 30, 755, 585]",0.01293103448275862,0.007527391624557229,0.25871201561193197,0.009357790040816428,0.0006067685456499043,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0
201,literature,1,"[626, 652, 201]",0.004310344827586207,0.0009828651070628582,0.24312287136494629,0.023809523809523808,0.0006023217393547548,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
344,category,0,"[626, 615, 170, 527, 433, 344]",0.004310344827586207,0.0005276094261822191,0.24674288752991225,0.023809523809523808,0.0005900707924972038,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
62,ns,1,"[626, 652, 201, 81, 62]",0.004310344827586207,0.0009283409297864949,0.23328305681246858,0.023809523809523808,0.0005829655924319734,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
34,prod,1,"[626, 615, 373, 30, 694, 905, 34]",0.004310344827586207,8.584605324838279e-05,0.22084721561161352,0.023809523809523808,0.0005788596254157238,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
463,morticis,1,"[626, 615, 373, 30, 536, 884, 463]",0.004310344827586207,0.0003776606021184713,0.2305590062111801,0.023809523809523808,0.0005733506720187663,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
370,acta,1,"[626, 615, 170, 842, 370]",0.004310344827586207,0.0008407491587669863,0.19863013698630136,0.023809523809523808,0.0005697062493902123,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
319,upper,2,"[626, 615, 646, 734, 319]",0.0075431034482758615,0.0011011245801463563,0.23880597014925373,0.020061954879508098,0.0005655006373859222,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0
835,vellore,2,"[626, 652, 92, 289, 835]",0.00646551724137931,0.002706119914336005,0.2489938288167427,0.02125283874198776,0.0005610581594877476,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
310,thfunctions,1,"[626, 615, 170, 142, 736, 310]",0.004310344827586207,0.0010460801346292205,0.1977834612105712,0.023809523809523808,0.0005547429758638825,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
908,entry,0,"[626, 615, 373, 840, 95, 908]",0.00646551724137931,0.000734126098503708,0.24621915627487398,0.025252588106733385,0.0005546871490905745,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
139,geforce,5,"[626, 615, 373, 30, 103, 139]",0.016163793103448277,0.012002930356201542,0.2538293216630197,0.01116382671655352,0.000552606611230869,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0
287,length,1,"[626, 615, 373, 465, 346, 287]",0.004310344827586207,0.0003576088892626733,0.23794871794871794,0.023809523809523808,0.0005519628570155482,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
427,ofq,1,"[626, 615, 373, 465, 346, 427]",0.004310344827586207,5.7808729404322375e-05,0.23577235772357724,0.023809523809523808,0.0005515870512139058,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
177,pragmatic,0,"[626, 652, 201, 81, 177]",0.004310344827586207,0.0037978078127524077,0.22795381970031933,0.025872389284879945,0.0005497828439431504,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0
709,generalization,1,"[626, 615, 170, 527, 277, 449, 709]",0.004310344827586207,5.7210882218180416e-05,0.24041450777202072,0.023809523809523808,0.0005487092421562379,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
479,ofxx,1,"[626, 615, 170, 527, 123, 479]",0.004310344827586207,9.305084129490769e-05,0.2265625,0.02731944103418578,0.00054486506947986,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
382,property,1,"[626, 615, 373, 621, 382]",0.004310344827586207,0.00010218762148672381,0.2358322744599746,0.023809523809523808,0.0005363439845005438,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
614,coolidge,1,"[626, 652, 892, 678, 614]",0.004310344827586207,0.0003934785782212303,0.24766479850547105,0.023809523809523808,0.0005342799976212265,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
230,compare,1,"[626, 615, 373, 30, 536, 360, 230]",0.004310344827586207,6.374626334004984e-05,0.2233991333654309,0.023809523809523808,0.0005340259890211792,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
901,sigact,1,"[626, 652, 256, 584, 901]",0.004310344827586207,0.0007187270380337492,0.24414627729544858,0.023809523809523808,0.0005312459571118063,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
381,eixtanimfn,1,"[626, 652, 751, 423, 508, 381]",0.004310344827586207,7.1396560721023e-05,0.23493670886075949,0.023809523809523808,0.0005232449746258706,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
45,loglogi,1,"[626, 615, 373, 621, 45]",0.004310344827586207,8.435800826557558e-05,0.23535379152929242,0.023809523809523808,0.0005210666076846383,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
700,formula,1,"[626, 615, 170, 527, 277, 449, 700]",0.004310344827586207,0.00016894388031048693,0.2413524057217165,0.023809523809523808,0.0005189432817349572,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
524,maximum,1,"[626, 615, 373, 30, 755, 524]",0.004310344827586207,0.0005988741073845779,0.24242424242424243,0.023809523809523808,0.0005134561941718567,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
221,national,1,"[626, 652, 892, 678, 221]",0.004310344827586207,0.0010782623480175965,0.24779706275033378,0.025872389284879945,0.0005087550741649814,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
707,rate,3,"[626, 615, 170, 527, 469, 707]",0.014008620689655173,0.012100560633071999,0.24621915627487398,0.0124963617219576,0.0005012952446693735,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0
447,mx,5,"[626, 615, 373, 30, 103, 447]",0.016163793103448277,0.010039230489827345,0.2487935656836461,0.01015611119728276,0.000496079583729568,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0
656,kuwait,2,"[626, 652, 92, 289, 779, 656]",0.0075431034482758615,0.003971140392630029,0.23571247142494284,0.02307211361436825,0.0004943633323524924,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0
168,clock,4,"[626, 652, 92, 289, 168]",0.011853448275862068,0.008402575328225949,0.24826110219368647,0.016464182556854615,0.0004941644106947383,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0
521,multiple,1,"[626, 615, 373, 840, 13, 521]",0.004310344827586207,6.608888288662837e-05,0.2304444996275143,0.03380889722138788,0.00048207218649279197,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
776,strongly,1,"[626, 652, 92, 289, 776]",0.004310344827586207,0.0006889473634817567,0.25508521165475534,0.028471436920382533,0.0004795123408685132,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0
218,government,1,"[626, 652, 92, 289, 218]",0.004310344827586207,0.00044288261659847895,0.25320600272851296,0.030534302395738667,0.0004785784841788243,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0
430,sum,1,"[626, 615, 373, 539, 511, 430]",0.004310344827586207,0.0002907324615162938,0.2305590062111801,0.02731944103418578,0.00047616574504970104,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
206,weinstein,2,"[626, 652, 308, 206]",0.0075431034482758615,0.0030670502304759218,0.25026968716289105,0.018383771319179017,0.0004708160171762705,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0
912,algo,1,"[626, 615, 373, 465, 358, 926, 912]",0.004310344827586207,0.00010813634756120101,0.23223223223223224,0.023809523809523808,0.00046965953762489077,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
75,major,1,"[626, 615, 646, 579, 383, 75]",0.004310344827586207,0.0021506787321574207,0.22475175587309276,0.023809523809523808,0.00046957272688051934,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0
509,game,0,"[626, 615, 646, 579, 891, 509]",0.004310344827586207,0.0006784563618475555,0.22733953944145027,0.023809523809523808,0.00046764753040655566,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
468,processing,2,"[626, 615, 610, 468]",0.0075431034482758615,0.003878063776306159,0.23991726990692863,0.014194832312686785,0.00046153514617776516,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0
825,acmsiam,2,"[626, 615, 646, 579, 302, 806, 825]",0.005387931034482759,5.136874114587635e-05,0.18260527351436442,0.031046867141855932,0.00046015192944544276,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0
1,vec,1,"[626, 615, 373, 30, 261, 219, 1]",0.004310344827586207,9.206903867153787e-05,0.22728385990693117,0.023809523809523808,0.0004552297676623324,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
236,w,1,"[626, 615, 373, 30, 755, 236]",0.004310344827586207,0.0008858389318637965,0.23535379152929242,0.023809523809523808,0.00045188255708761635,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
150,india,3,"[626, 652, 92, 289, 252, 150]",0.009698275862068966,0.0033805582778206845,0.2314214463840399,0.015379742396227102,0.0004510526101668374,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0
387,tiny,1,"[626, 615, 646, 579, 891, 387]",0.004310344827586207,0.0011398182480615916,0.22733953944145027,0.023809523809523808,0.0004505886319501616,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
913,velammal,1,"[626, 652, 92, 289, 779, 913]",0.004310344827586207,0.0010288826367875004,0.24248758818918212,0.02793525476023608,0.00044992570274451384,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0
436,scale,1,"[626, 615, 373, 30, 196, 436]",0.004310344827586207,0.00035917883964991875,0.23843782117163412,0.02731944103418578,0.00044737707466092013,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
499,college,2,"[626, 652, 892, 678, 499]",0.0075431034482758615,0.0027872716093925633,0.24337791765014424,0.015963002720134904,0.0004403241834423647,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0
491,academy,1,"[626, 652, 892, 678, 491]",0.004310344827586207,0.0007346429227308788,0.2464152947424323,0.023809523809523808,0.00043901744953296775,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
355,item,1,"[626, 615, 373, 30, 755, 355]",0.004310344827586207,0.0009525013399124798,0.23090320975367007,0.023809523809523808,0.00043859593660718613,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
209,connect,0,"[626, 652, 751, 903, 209]",0.008620689655172414,0.004502254511857401,0.25224245718945365,0.013112203990946762,0.00043440817441013554,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0
672,mr,1,"[626, 615, 610, 468, 309, 672]",0.004310344827586207,0.0003174389037730387,0.22829028290282902,0.031746031746031744,0.0004319437263809746,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0
49,institute,1,"[626, 652, 892, 678, 49]",0.003232758620689655,0.000970966890062054,0.24839400428265523,0.04519558891846146,0.00042419685242446224,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0
363,lakshmanan,1,"[626, 615, 610, 468, 309, 363]",0.004310344827586207,0.0027162264062172937,0.2294757665677547,0.023809523809523808,0.0004228123866782353,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0
462,approximate,0,"[626, 652, 308, 206, 462]",0.004310344827586207,0.0017560710327837181,0.24010349288486416,0.025872389284879945,0.00042176323003990414,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
112,ntime,1,"[626, 615, 373, 30, 536, 174, 112]",0.004310344827586207,0.0008584466021443838,0.22964612719623856,0.023809523809523808,0.0004209993639198011,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
772,leave,0,"[626, 652, 751, 423, 425, 772]",0.004310344827586207,0.0001331586828682073,0.205446092539296,0.025872389284879945,0.00042070373449534267,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
533,nash,1,"[626, 615, 646, 500, 714, 533]",0.004310344827586207,0.0006959381233022496,0.23849910048830636,0.023809523809523808,0.0004199510974782917,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
523,frequency,3,"[626, 615, 373, 30, 196, 523]",0.008620689655172414,0.0030895018835026262,0.24154086413326392,0.0289903611602007,0.00041902945988654683,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0
223,statement,1,"[626, 615, 646, 500, 411, 223]",0.004310344827586207,0.00016977955975787455,0.24886028425851434,0.031746031746031744,0.0004154814689817608,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
685,par,1,"[626, 615, 646, 734, 685]",0.003232758620689655,0.0,0.2184557438794727,0.07281588971378093,0.00041392356230189874,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0
160,equilib,1,"[626, 615, 646, 500, 714, 160]",0.004310344827586207,0.0012613123981549453,0.23843782117163412,0.023809523809523808,0.0004122182847593235,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
625,prospective,1,"[626, 615, 373, 30, 107, 526, 625]",0.004310344827586207,0.0001616233709226771,0.24078879086663207,0.023809523809523808,0.0003917777234734866,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
747,mostly,1,"[626, 615, 646, 734, 747]",0.004310344827586207,0.0001871027891087976,0.239422084623323,0.023809523809523808,0.00039039034137284574,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
98,da,1,"[626, 652, 892, 678, 98]",0.004310344827586207,0.00039605410323456983,0.2431865828092243,0.023809523809523808,0.00038318025380884623,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
193,letter,0,"[626, 615, 373, 117, 193]",0.004310344827586207,0.0001793396788521897,0.232,0.023809523809523808,0.00037963980843968073,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
769,series,1,"[626, 615, 170, 842, 370, 560, 769]",0.004310344827586207,0.0006763591685664982,0.19137966591049702,0.023809523809523808,0.00037769918282461797,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
6,aforementioned,1,"[626, 615, 373, 539, 268, 6]",0.004310344827586207,0.00017066816690589363,0.24433912585571355,0.023809523809523808,0.00037601057706978077,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
802,behavioral,1,"[626, 652, 726, 802]",0.004310344827586207,0.0004929617835346113,0.2431865828092243,0.023809523809523808,0.00037179628819128396,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
419,spielman,1,"[626, 652, 726, 802, 419]",0.004310344827586207,0.00025360856791984456,0.24191866527632952,0.023809523809523808,0.0003696207756210204,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
18,cscc,1,"[626, 615, 610, 468, 309, 18]",0.004310344827586207,0.0019462400098053715,0.2289097187962506,0.023809523809523808,0.00036724603105774335,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
535,choudhury,1,"[626, 615, 373, 117, 193, 535]",0.004310344827586207,0.0003386251315347925,0.22650720039052966,0.023809523809523808,0.00036654947291084067,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
921,robbins,1,"[626, 652, 892, 558, 921]",0.004310344827586207,0.0004517004864238819,0.23960753937516138,0.023809523809523808,0.0003652470662515722,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
68,equately,1,"[626, 652, 751, 903, 68]",0.004310344827586207,0.0012653274755190292,0.23463969658659925,0.023809523809523808,0.00036317600428252913,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
732,jm,1,"[626, 652, 892, 456, 732]",0.004310344827586207,0.0006310513520448891,0.24029000517866392,0.023809523809523808,0.00036277828811206764,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
9,tional,1,"[626, 615, 646, 579, 42, 9]",0.004310344827586207,0.0001821086621980125,0.2452431289640592,0.023809523809523808,0.0003577344654611584,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
410,measure,1,"[626, 615, 373, 31, 402, 410]",0.0075431034482758615,0.001195138810043234,0.23985525975704317,0.018819966552096067,0.00034914600537052184,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1
329,recognize,0,"[626, 615, 373, 30, 107, 526, 329]",0.004310344827586207,0.0004824102318492706,0.23263975933817999,0.023809523809523808,0.0003462481707127121,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
361,kannan,1,"[626, 615, 841, 361]",0.004310344827586207,0.001326801428894208,0.23340040241448692,0.023809523809523808,0.00034401375623083994,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
627,generally,1,"[626, 615, 373, 30, 107, 526, 627]",0.004310344827586207,0.0007727598199556081,0.23387096774193547,0.023809523809523808,0.0003398562578318562,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
760,ingroup,0,"[626, 652, 760]",0.004310344827586207,0.00042762192404665537,0.2417296170877833,0.03380889722138788,0.000339761214460806,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1
456,ji,1,"[626, 652, 892, 456]",0.004310344827586207,0.0005839930338864671,0.23340040241448692,0.023809523809523808,0.0003355422549427841,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
781,zxplane,1,"[626, 615, 373, 840, 660, 781]",0.003232758620689655,0.0,0.20622222222222222,0.05587050952047216,0.00032923529679751277,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1
765,pollak,1,"[626, 615, 646, 734, 765]",0.003232758620689655,7.91558323528177e-05,0.22248861184368257,0.039997493647456285,0.000325730650119829,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1
136,outgroups,1,"[626, 652, 136]",0.004310344827586207,0.0006343883728308606,0.23625254582484725,0.023809523809523808,0.0003239114018459289,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
421,whereas,1,"[626, 615, 373, 539, 340, 421]",0.004310344827586207,0.001768143073817442,0.2325231771485843,0.023809523809523808,0.00032111742758037014,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
169,frieze,1,"[626, 615, 841, 169]",0.004310344827586207,0.0029579544037266247,0.2303301067262348,0.023809523809523808,0.00031994684709136004,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1
208,hand,1,"[626, 615, 646, 734, 208]",0.004310344827586207,0.00017341703238784285,0.2228626320845341,0.028471436920382533,0.0003155271385727352,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1
739,tackle,1,"[626, 615, 646, 579, 441, 739]",0.004310344827586207,0.00022447833757572113,0.22941903584672435,0.023809523809523808,0.0003058672221553963,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
259,tor,0,"[626, 652, 892, 678, 549, 259]",0.004310344827586207,0.00016032588682097387,0.2309606769537083,0.023809523809523808,0.00028767992220750285,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
271,core,4,"[626, 652, 92, 289, 271]",0.014008620689655173,0.005480529144356998,0.24363349960619585,0.013316715720333354,0.00027792868948771826,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1
730,fichant,1,"[626, 615, 373, 30, 759, 645, 730]",0.004310344827586207,0.0002278455306193254,0.2198010421601137,0.023809523809523808,0.00027695265591843346,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
210,undergraduate,2,"[626, 652, 92, 289, 210]",0.00646551724137931,0.0009086507405366251,0.19935553168635875,0.02173753048210499,0.00027453118900298953,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
480,much,1,"[626, 615, 646, 579, 127, 480]",0.004310344827586207,3.126342331872464e-05,0.21938534278959812,0.023809523809523808,0.00027265237867329516,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
